event_id,truck_id,silo_id,assignment_timestamp,detection_timestamp,truck_number,truck_type,rfid_tag,registration_date,weight_log_id,timestamp_before,weight_before_kg,timestamp_after,weight_after_kg,loading_start_time,loading_end_time,cement_loaded_kg,loading_duration_min,turnaround_time_min,net_weight_gain,loading_date
1027.0,TRK-3691,9.0,2024-07-11 20:00:07,2024-07-11 20:05:07,FV-912-LV,Tipper,RFID-qT931xJ,2025-03-16,6199.0,2024-01-05 18:57:08,10226.0,2024-01-05 19:18:08,25695.0,2024-01-05 19:02:08,2024-01-05 19:13:08,15469.0,11.0,5.0,15469.0,2024-01-05
1027.0,TRK-3691,9.0,2024-07-11 20:00:07,2024-07-11 20:05:07,FV-912-LV,Tipper,RFID-qT931xJ,2025-03-16,6276.0,2024-03-06 09:40:49,12161.0,2024-03-06 09:55:49,24166.0,2024-03-06 09:45:49,2024-03-06 09:50:49,12005.0,5.0,5.0,12005.0,2024-03-06
1028.0,TRK-4071,6.0,2024-09-26 04:58:17,2024-09-26 05:06:17,QT-368-VT,Bulk,RFID-jy164ea,2023-08-19,4535.0,2024-11-02 01:33:03,15822.0,2024-11-02 01:56:03,29748.0,2024-11-02 01:38:03,2024-11-02 01:51:03,13926.0,13.0,8.0,13926.0,2024-11-02
1029.0,TRK-4524,2.0,2024-03-16 14:16:57,2024-03-16 14:24:57,TO-511-RL,Bulk,RFID-YU968om,2024-02-08,2969.0,2024-08-07 18:05:59,10261.0,,23343.0,2024-08-07 18:10:59,2024-08-07 18:25:59,13082.0,15.0,8.0,13082.0,2024-08-07
1034.0,TRK-3818,8.0,2024-11-06 02:04:04,2024-11-06 02:12:04,GJ-583-ZH,Tipper,RFID-wA418pa,2024-04-12,4181.0,2024-03-13 07:25:11,15671.0,2024-03-13 07:44:11,30833.0,2024-03-13 07:30:11,2024-03-13 07:39:11,15162.0,9.0,8.0,15162.0,2024-03-13
1036.0,TRK-2592,11.0,2024-03-01 21:07:48,2024-03-01 21:09:48,LG-550-DH,Bulk,RFID-xN341uL,2024-04-24,3275.0,2024-12-07 03:04:53,14288.0,2024-12-07 03:29:53,26744.0,2024-12-07 03:09:53,2024-12-07 03:24:53,12456.0,15.0,2.0,12456.0,2024-12-07
1037.0,TRK-0022,8.0,2024-02-26 10:02:03,2024-02-26 10:12:03,BA-978-FD,Bulk,RFID-hs845Bk,2023-08-14,2023.0,2024-09-30 14:12:01,13640.0,2024-09-30 14:29:01,28461.0,2024-09-30 14:17:01,2024-09-30 14:24:01,14821.0,7.0,10.0,14821.0,2024-09-30
1040.0,TRK-1563,4.0,2024-06-24 16:07:46,2024-06-24 16:17:46,TE-517-RB,Tipper,RFID-Yf775um,2024-06-01,3363.0,2024-09-14 04:41:12,11060.0,2024-09-14 05:03:12,27372.0,2024-09-14 04:46:12,2024-09-14 04:58:12,16312.0,12.0,10.0,16312.0,2024-09-14
1042.0,TRK-1936,15.0,2024-05-07 02:42:59,2024-05-07 02:47:59,XR-739-VJ,Tipper,RFID-ys381Mn,2025-04-17,4521.0,2024-12-14 02:56:36,11320.0,2024-12-14 03:14:36,28200.0,2024-12-14 03:01:36,2024-12-14 03:09:36,16880.0,8.0,5.0,16880.0,2024-12-14
1043.0,TRK-3349,10.0,2024-09-02 09:08:30,2024-09-02 09:15:30,VL-836-PR,Tipper,RFID-zO592yq,2025-06-06,2435.0,2024-12-29 09:56:17,13769.0,2024-12-29 10:16:17,25933.0,2024-12-29 10:01:17,2024-12-29 10:11:17,12164.0,10.0,7.0,12164.0,2024-12-29
1044.0,TRK-1065,9.0,2024-06-05 23:36:27,2024-06-05 23:43:27,IP-860-ON,Tipper,RFID-Ki817fZ,2025-01-25,2243.0,2024-01-18 11:29:39,13501.0,2024-01-18 11:49:39,29212.0,2024-01-18 11:34:39,,15711.0,10.0,7.0,15711.0,2024-01-18
1045.0,TRK-0355,12.0,2024-01-22 15:02:18,2024-01-22 15:06:18,FO-732-QM,Tipper,RFID-Ud993LE,2023-10-17,4602.0,2024-05-18 02:51:53,12949.0,2024-05-18 03:15:53,28445.0,,2024-05-18 03:10:53,15496.0,10.0,4.0,15496.0,
1051.0,TRK-1277,5.0,2024-02-20 08:19:32,2024-02-20 08:21:32,OD-455-KT,Bulk,RFID-Ne314mu,2025-06-26,3437.0,2024-08-13 00:15:07,101920.0,2024-08-13 00:36:07,124070.0,2024-08-13 00:20:07,2024-08-13 00:31:07,146220.0,11.0,2.0,22150.0,2024-08-13
1053.0,TRK-2013,5.0,2024-12-14 05:17:11,2024-12-14 05:26:11,FF-295-ZO,Tipper,RFID-IK529sd,2023-12-24,2852.0,2024-05-31 15:31:38,15004.0,2024-05-31 15:47:38,29072.0,2024-05-31 15:36:38,2024-05-31 15:42:38,14068.0,6.0,9.0,14068.0,2024-05-31
1053.0,TRK-2013,5.0,2024-12-14 05:17:11,2024-12-14 05:26:11,FF-295-ZO,Tipper,RFID-IK529sd,2023-12-24,2905.0,2024-12-07 01:14:14,15475.0,2024-12-07 01:31:14,32705.0,2024-12-07 01:19:14,2024-12-07 01:26:14,17230.0,7.0,9.0,17230.0,2024-12-07
1054.0,TRK-3992,2.0,2024-04-21 10:45:14,2024-04-21 10:51:14,GS-286-KQ,Bulk,RFID-Ne314mu,2025-06-08,6773.0,2024-05-04 08:04:56,15508.0,2024-05-04 08:21:56,31940.0,2024-05-04 08:09:56,2024-05-04 08:16:56,16432.0,7.0,6.0,16432.0,2024-05-04
1058.0,TRK-2824,12.0,2024-10-15 18:27:48,2024-10-15 18:36:48,BA-978-FD,Tipper,RFID-Dl473Th,2023-09-06,2384.0,,14541.0,2024-08-30 22:06:28,28835.0,2024-08-30 21:54:28,2024-08-30 22:01:28,14294.0,7.0,9.0,14294.0,2024-08-30
1058.0,TRK-2824,12.0,2024-10-15 18:27:48,2024-10-15 18:36:48,BA-978-FD,Tipper,RFID-Dl473Th,2023-09-06,4897.0,2024-11-22 03:20:14,12807.0,2024-11-22 03:44:14,26830.0,2024-11-22 03:25:14,,14023.0,10.0,9.0,14023.0,2024-11-22
1061.0,TRK-0931,8.0,2024-11-27 07:36:46,2024-11-27 07:42:46,HO-681-BC,Tipper,RFID-HQ511ec,2025-07-20,2015.0,2024-05-16 06:50:55,11540.0,2024-05-16 07:05:55,29156.0,2024-05-16 06:55:55,2024-05-16 07:00:55,17616.0,5.0,6.0,17616.0,2024-05-16
1062.0,TRK-0604,4.0,2024-11-25 07:59:49,2024-11-25 08:07:49,GJ-959-SA,Bulk,RFID-jL500Tj,2025-04-08,2754.0,2024-10-03 14:10:59,14388.0,2024-10-03 14:35:59,30590.0,2024-10-03 14:15:59,2024-10-03 14:30:59,16202.0,15.0,8.0,16202.0,2024-10-03
1062.0,TRK-0604,4.0,2024-11-25 07:59:49,2024-11-25 08:07:49,GJ-959-SA,Bulk,RFID-jL500Tj,2025-04-08,5748.0,,12821.0,2024-12-26 14:40:12,27952.0,2024-12-26 14:24:12,2024-12-26 14:35:12,15131.0,11.0,8.0,15131.0,2024-12-26
1063.0,TRK-2533,5.0,2024-02-09 15:29:48,2024-02-09 15:36:48,IU-523-VW,Bulk,RFID-fQ918Pu,2023-11-20,5134.0,2024-11-25 00:53:34,12290.0,2024-11-25 01:09:34,25842.0,2024-11-25 00:58:34,2024-11-25 01:04:34,13552.0,6.0,7.0,13552.0,2024-11-25
1063.0,TRK-2533,5.0,2024-02-09 15:29:48,2024-02-09 15:36:48,IU-523-VW,Bulk,RFID-fQ918Pu,2023-11-20,5642.0,2024-06-29 06:09:11,14083.0,2024-06-29 06:31:11,27484.0,2024-06-29 06:14:11,2024-06-29 06:26:11,13401.0,12.0,7.0,13401.0,2024-06-29
1064.0,TRK-4618,5.0,2024-03-12 15:13:08,2024-03-12 15:22:08,ZX-105-RM,Bulk,RFID-dN538AA,2025-01-23,3232.0,2024-08-17 10:18:51,139050.0,2024-08-17 10:38:51,148230.0,2024-08-17 10:23:51,2024-08-17 10:33:51,157410.0,10.0,9.0,9180.0,2024-08-17
1069.0,TRK-3429,6.0,2024-07-20 10:14:04,2024-07-20 10:16:04,GP-653-FO,Bulk,RFID-ev967bS,2024-08-21,5766.0,2024-02-18 05:35:17,15321.0,2024-02-18 05:58:17,32271.0,,2024-02-18 05:53:17,16950.0,10.0,2.0,16950.0,
1071.0,TRK-0847,15.0,2024-10-13 01:24:44,2024-10-13 01:28:44,WD-651-FT,Bulk,RFID-ql690AG,2024-12-24,2602.0,2024-01-12 23:27:50,10215.0,2024-01-12 23:50:50,23555.0,2024-01-12 23:32:50,2024-01-12 23:45:50,13340.0,13.0,4.0,13340.0,2024-01-12
1076.0,TRK-4567,12.0,2024-12-24 11:14:31,2024-12-24 11:21:31,LD-872-HJ,Bulk,RFID-Ne314mu,2024-06-05,6351.0,2024-02-06 22:25:34,10538.0,2024-02-06 22:41:34,23610.0,2024-02-06 22:30:34,2024-02-06 22:36:34,13072.0,6.0,7.0,13072.0,2024-02-06
1077.0,TRK-2035,11.0,2024-07-19 14:54:00,2024-07-19 14:56:00,QG-666-EI,Tipper,RFID-ze244PE,2025-06-11,3912.0,2024-03-25 19:44:00,13809.0,2024-03-25 20:09:00,29725.0,2024-03-25 19:49:00,2024-03-25 20:04:00,15916.0,15.0,2.0,15916.0,2024-03-25
1082.0,TRK-2727,7.0,2024-11-30 18:57:23,2024-11-30 18:59:23,QI-838-LW,Tipper,RFID-Ch114Bw,2025-06-15,2444.0,2024-06-13 02:35:10,12033.0,2024-06-13 02:58:10,25542.0,2024-06-13 02:40:10,2024-06-13 02:53:10,13509.0,13.0,2.0,13509.0,2024-06-13
1083.0,TRK-4094,8.0,2024-07-15 20:06:01,2024-07-15 20:15:01,XB-858-GD,Tipper,RFID-ut317oH,2025-05-26,5843.0,2024-07-14 19:18:20,11453.0,2024-07-14 19:37:20,25647.0,2024-07-14 19:23:20,2024-07-14 19:32:20,14194.0,9.0,9.0,14194.0,2024-07-14
1084.0,TRK-4415,10.0,2024-12-08 18:04:16,2024-12-08 18:10:16,SC-962-VP,Bulk,RFID-si284nt,2025-02-03,4956.0,2024-12-20 17:09:54,15319.0,2024-12-20 17:27:54,28407.0,2024-12-20 17:14:54,2024-12-20 17:22:54,13088.0,8.0,6.0,13088.0,2024-12-20
1084.0,TRK-4415,10.0,2024-12-08 18:04:16,2024-12-08 18:10:16,SC-962-VP,Bulk,RFID-si284nt,2025-02-03,6834.0,2024-07-31 11:43:47,12074.0,2024-07-31 12:04:47,24346.0,2024-07-31 11:48:47,2024-07-31 11:59:47,12272.0,11.0,6.0,12272.0,2024-07-31
1086.0,TRK-3999,7.0,2024-01-05 15:35:26,2024-01-05 15:40:26,PI-780-SK,Bulk,RFID-Cj466Td,2025-03-22,4761.0,2024-06-09 02:06:50,11845.0,2024-06-09 02:23:50,23960.0,2024-06-09 02:11:50,2024-06-09 02:18:50,12115.0,7.0,5.0,12115.0,2024-06-09
1088.0,TRK-2154,11.0,2024-01-27 23:19:06,2024-01-27 23:27:06,VV-659-GP,Tipper,RFID-sQ243FF,2024-05-11,4621.0,2024-09-12 13:15:26,15190.0,2024-09-12 13:38:26,30862.0,2024-09-12 13:20:26,2024-09-12 13:33:26,15672.0,13.0,8.0,15672.0,2024-09-12
1092.0,TRK-1165,7.0,2024-01-17 20:55:56,2024-01-17 20:57:56,UM-180-NP,Tipper,RFID-hY403jR,2024-01-04,3596.0,2024-12-30 12:26:39,107450.0,2024-12-30 12:49:39,137795.0,2024-12-30 12:31:39,2024-12-30 12:44:39,168140.0,13.0,2.0,30345.0,2024-12-30
1092.0,TRK-1165,7.0,2024-01-17 20:55:56,2024-01-17 20:57:56,UM-180-NP,Tipper,RFID-hY403jR,2024-01-04,6946.0,2024-09-12 03:05:34,11497.0,2024-09-12 03:22:34,28554.0,2024-09-12 03:10:34,,17057.0,10.0,2.0,17057.0,2024-09-12
1093.0,TRK-1506,11.0,2024-10-02 14:18:16,2024-10-02 14:22:16,TZ-900-PU,Bulk,RFID-OO541gb,2024-11-23,2719.0,2024-03-10 13:43:14,13670.0,2024-03-10 14:08:14,29904.0,2024-03-10 13:48:14,2024-03-10 14:03:14,16234.0,15.0,4.0,16234.0,2024-03-10
1093.0,TRK-1506,11.0,2024-10-02 14:18:16,2024-10-02 14:22:16,TZ-900-PU,Bulk,RFID-OO541gb,2024-11-23,3920.0,2024-10-31 09:27:21,12879.0,2024-10-31 09:48:21,30382.0,2024-10-31 09:32:21,2024-10-31 09:43:21,17503.0,11.0,4.0,17503.0,2024-10-31
1093.0,TRK-1506,11.0,2024-10-02 14:18:16,2024-10-02 14:22:16,TZ-900-PU,Bulk,RFID-OO541gb,2024-11-23,4137.0,2024-01-04 20:11:23,11129.0,2024-01-04 20:29:23,26227.0,2024-01-04 20:16:23,2024-01-04 20:24:23,15098.0,8.0,4.0,15098.0,2024-01-04
1093.0,TRK-1506,11.0,2024-10-02 14:18:16,2024-10-02 14:22:16,TZ-900-PU,Bulk,RFID-OO541gb,2024-11-23,5483.0,2024-10-07 01:13:18,14219.0,2024-10-07 01:38:18,27330.0,2024-10-07 01:18:18,2024-10-07 01:33:18,13111.0,15.0,4.0,13111.0,2024-10-07
1097.0,TRK-4961,1.0,2024-11-26 00:43:00,2024-11-26 00:51:00,BQ-140-GD,Tipper,RFID-aL762Nd,2024-10-15,4188.0,2024-06-18 05:08:48,130700.0,2024-06-18 05:26:48,128545.0,2024-06-18 05:13:48,2024-06-18 05:21:48,126390.0,8.0,8.0,-2155.0,2024-06-18
1097.0,TRK-4961,1.0,2024-11-26 00:43:00,2024-11-26 00:51:00,BQ-140-GD,Tipper,RFID-aL762Nd,2024-10-15,4228.0,2024-06-04 04:04:53,12206.0,2024-06-04 04:24:53,24596.0,2024-06-04 04:09:53,2024-06-04 04:19:53,12390.0,10.0,8.0,12390.0,2024-06-04
1097.0,TRK-4961,1.0,2024-11-26 00:43:00,2024-11-26 00:51:00,BQ-140-GD,Tipper,RFID-aL762Nd,2024-10-15,4756.0,2024-06-23 16:23:25,11123.0,2024-06-23 16:39:25,26159.0,2024-06-23 16:28:25,2024-06-23 16:34:25,15036.0,6.0,8.0,15036.0,2024-06-23
1098.0,TRK-3787,1.0,2024-03-10 18:51:30,2024-03-10 18:54:30,PF-886-BA,Bulk,RFID-Uo188wl,2024-09-20,4706.0,2024-02-06 01:16:53,12294.0,2024-02-06 01:35:53,28537.0,2024-02-06 01:21:53,2024-02-06 01:30:53,16243.0,9.0,3.0,16243.0,2024-02-06
1100.0,TRK-1415,1.0,2024-08-12 21:44:25,2024-08-12 21:46:25,IS-880-BQ,Tipper,RFID-Jc991Gg,2025-01-16,3425.0,2024-03-28 14:02:34,12727.0,2024-03-28 14:19:34,30276.0,2024-03-28 14:07:34,2024-03-28 14:14:34,17549.0,7.0,2.0,17549.0,2024-03-28
1100.0,TRK-1415,1.0,2024-08-12 21:44:25,2024-08-12 21:46:25,IS-880-BQ,Tipper,RFID-Jc991Gg,2025-01-16,5618.0,2024-09-15 22:45:48,12548.0,2024-09-15 23:10:48,25304.0,2024-09-15 22:50:48,2024-09-15 23:05:48,12756.0,15.0,2.0,12756.0,2024-09-15
1100.0,TRK-1415,1.0,2024-08-12 21:44:25,2024-08-12 21:46:25,IS-880-BQ,Tipper,RFID-Jc991Gg,2025-01-16,6401.0,2024-11-20 07:04:15,11705.0,2024-11-20 07:19:15,24092.0,2024-11-20 07:09:15,2024-11-20 07:14:15,12387.0,5.0,2.0,12387.0,2024-11-20
1102.0,TRK-2072,5.0,2024-07-08 10:35:38,2024-07-08 10:37:38,HV-512-AN,Bulk,RFID-wM405Pp,2024-06-30,3269.0,2024-06-23 22:40:29,14951.0,2024-06-23 22:58:29,32160.0,2024-06-23 22:45:29,2024-06-23 22:53:29,17209.0,8.0,2.0,17209.0,2024-06-23
1103.0,TRK-3745,7.0,2024-07-23 17:54:04,2024-07-23 18:03:04,BA-978-FD,Tipper,RFID-Kj225bA,2025-05-14,4480.0,,15377.0,2024-05-23 16:24:56,30921.0,2024-05-23 16:08:56,2024-05-23 16:19:56,15544.0,11.0,9.0,15544.0,2024-05-23
1104.0,TRK-1341,15.0,2024-08-02 21:21:54,2024-08-02 21:24:54,FF-215-TI,Bulk,RFID-sV334Fy,2024-02-26,6013.0,2024-01-01 13:01:10,13709.0,2024-01-01 13:23:10,29854.0,2024-01-01 13:06:10,2024-01-01 13:18:10,16145.0,12.0,3.0,16145.0,2024-01-01
1105.0,TRK-3133,3.0,2024-04-24 03:27:59,2024-04-24 03:30:59,PH-731-WD,Bulk,RFID-hG383lI,2023-10-21,3676.0,2024-11-13 08:26:54,12690.0,2024-11-13 08:45:54,24691.0,2024-11-13 08:31:54,2024-11-13 08:40:54,12001.0,9.0,3.0,12001.0,2024-11-13
1106.0,TRK-4516,11.0,,2024-10-26 13:20:42,HC-116-UL,Tipper,RFID-KP812YI,2024-09-26,6943.0,2024-09-25 22:05:28,13535.0,2024-09-25 22:25:28,27989.0,2024-09-25 22:10:28,2024-09-25 22:20:28,14454.0,10.0,6.0,14454.0,2024-09-25
1108.0,TRK-4819,12.0,2024-07-07 17:02:54,2024-07-07 17:05:54,ZE-462-RA,Bulk,RFID-DY902Qg,2024-06-10,4538.0,2024-11-24 08:12:19,15373.0,2024-11-24 08:32:19,30153.0,2024-11-24 08:17:19,2024-11-24 08:27:19,14780.0,10.0,3.0,14780.0,2024-11-24
1110.0,TRK-4993,3.0,2024-08-26 12:51:53,2024-08-26 12:54:53,KE-141-UN,Bulk,RFID-Oe754IT,2023-08-19,3409.0,2024-05-30 23:51:57,10177.0,2024-05-31 00:11:57,24161.0,2024-05-30 23:56:57,,13984.0,10.0,3.0,13984.0,2024-05-30
1110.0,TRK-4993,3.0,2024-08-26 12:51:53,2024-08-26 12:54:53,KE-141-UN,Bulk,RFID-Oe754IT,2023-08-19,4039.0,,13269.0,2024-08-09 09:01:54,27319.0,,2024-08-09 08:56:54,14050.0,10.0,3.0,14050.0,
1112.0,TRK-1838,1.0,2024-08-14 16:30:29,2024-08-14 16:39:29,HV-601-CJ,Bulk,RFID-rf362Hy,2024-06-15,6686.0,2024-12-24 18:48:47,12479.0,2024-12-24 19:04:47,28848.0,2024-12-24 18:53:47,2024-12-24 18:59:47,16369.0,6.0,9.0,16369.0,2024-12-24
1114.0,TRK-3424,1.0,2024-05-28 04:55:54,2024-05-28 04:57:54,PE-957-YI,Tipper,RFID-Wd198YE,2025-03-16,2324.0,2024-10-04 17:25:35,11220.0,2024-10-04 17:49:35,24878.0,2024-10-04 17:30:35,2024-10-04 17:44:35,13658.0,14.0,2.0,13658.0,2024-10-04
1116.0,TRK-4186,4.0,2024-03-16 05:25:25,2024-03-16 05:34:25,BA-978-FD,Tipper,RFID-lP394af,2023-08-19,2042.0,2024-11-05 12:05:46,13813.0,2024-11-05 12:29:46,27476.0,2024-11-05 12:10:46,2024-11-05 12:24:46,13663.0,14.0,9.0,13663.0,2024-11-05
1116.0,TRK-4186,4.0,2024-03-16 05:25:25,2024-03-16 05:34:25,BA-978-FD,Tipper,RFID-lP394af,2023-08-19,2234.0,2024-01-13 12:03:57,10644.0,2024-01-13 12:23:57,24741.0,2024-01-13 12:08:57,2024-01-13 12:18:57,14097.0,10.0,9.0,14097.0,2024-01-13
1116.0,TRK-4186,4.0,2024-03-16 05:25:25,2024-03-16 05:34:25,BA-978-FD,Tipper,RFID-lP394af,2023-08-19,2551.0,2024-03-11 17:23:05,15870.0,2024-03-11 17:48:05,33819.0,2024-03-11 17:28:05,2024-03-11 17:43:05,17949.0,15.0,9.0,17949.0,2024-03-11
1118.0,TRK-1490,8.0,2024-02-02 04:39:42,2024-02-02 04:41:42,GB-119-KI,Tipper,RFID-wy569lX,2025-02-14,3946.0,2024-01-18 10:41:26,132950.0,2024-01-18 11:00:26,131805.0,2024-01-18 10:46:26,2024-01-18 10:55:26,130660.0,9.0,2.0,-1145.0,2024-01-18
1119.0,TRK-2586,5.0,2024-05-06 18:07:44,2024-05-06 18:17:44,PN-373-TD,Tipper,RFID-Ql369rV,2023-10-18,2289.0,2024-06-06 07:26:12,15558.0,2024-06-06 07:50:12,32896.0,2024-06-06 07:31:12,2024-06-06 07:45:12,17338.0,14.0,10.0,17338.0,2024-06-06
1123.0,TRK-1191,1.0,2024-08-25 11:34:58,2024-08-25 11:42:58,AQ-158-YR,Bulk,RFID-yx501DN,2023-08-19,2564.0,2024-01-24 03:12:37,13115.0,2024-01-24 03:37:37,31738.0,2024-01-24 03:17:37,2024-01-24 03:32:37,16220.0,15.0,8.0,14939.0,2024-01-24
1129.0,TRK-3434,6.0,2024-11-28 05:55:25,2024-11-28 06:05:25,LV-981-PA,Bulk,RFID-HN970ax,2024-08-16,2819.0,,12854.0,2024-05-21 08:22:26,29170.0,2024-05-21 08:05:26,2024-05-21 08:17:26,16316.0,12.0,10.0,16316.0,2024-05-21
1130.0,TRK-4749,6.0,2024-11-29 03:03:53,2024-11-29 03:07:53,BW-527-CK,Bulk,RFID-gy956jl,2025-02-04,3076.0,2024-07-28 20:17:35,15599.0,2024-07-28 20:32:35,31157.0,2024-07-28 20:22:35,2024-07-28 20:27:35,15558.0,5.0,4.0,15558.0,2024-07-28
1131.0,TRK-2218,8.0,2024-04-19 11:00:56,,FE-541-NR,Tipper,RFID-XQ057wU,2025-07-08,3438.0,2024-05-15 18:37:38,15951.0,2024-05-15 18:55:38,29099.0,2024-05-15 18:42:38,2024-05-15 18:50:38,13148.0,8.0,6.0,13148.0,2024-05-15
1133.0,TRK-0160,11.0,2024-04-27 15:31:16,2024-04-27 15:39:16,YZ-788-VO,Tipper,RFID-Tr748AE,2023-11-21,6331.0,2024-02-09 12:40:09,10500.0,2024-02-09 12:59:09,27894.0,2024-02-09 12:45:09,2024-02-09 12:54:09,17394.0,9.0,8.0,17394.0,2024-02-09
1135.0,TRK-2106,15.0,2024-01-06 18:04:07,2024-01-06 18:11:07,HA-289-NS,Bulk,RFID-bu642MY,2025-05-11,4718.0,2024-08-25 07:45:50,12627.0,2024-08-25 08:10:50,28740.0,2024-08-25 07:50:50,2024-08-25 08:05:50,16113.0,15.0,7.0,16113.0,2024-08-25
1136.0,TRK-1450,6.0,2024-02-26 05:08:44,2024-02-26 05:17:44,NO-526-XG,Tipper,RFID-jh408xt,2024-11-06,2346.0,2024-11-02 17:38:29,13661.0,2024-11-02 17:57:29,29775.0,2024-11-02 17:43:29,2024-11-02 17:52:29,16114.0,9.0,9.0,16114.0,2024-11-02
1136.0,TRK-1450,6.0,2024-02-26 05:08:44,2024-02-26 05:17:44,NO-526-XG,Tipper,RFID-jh408xt,2024-11-06,4107.0,2024-11-08 20:05:22,13584.0,2024-11-08 20:22:22,27785.0,,2024-11-08 20:17:22,14201.0,10.0,9.0,14201.0,
1136.0,TRK-1450,6.0,2024-02-26 05:08:44,2024-02-26 05:17:44,NO-526-XG,Tipper,RFID-jh408xt,2024-11-06,4954.0,2024-09-23 14:30:50,11845.0,2024-09-23 14:55:50,29724.0,2024-09-23 14:35:50,2024-09-23 14:50:50,17879.0,15.0,9.0,17879.0,2024-09-23
1139.0,TRK-3845,8.0,2024-04-10 18:55:00,2024-04-10 19:05:00,MR-846-DI,Tipper,RFID-Tu252gz,2024-11-05,3351.0,2024-01-05 07:23:53,10825.0,2024-01-05 07:41:53,25952.0,2024-01-05 07:28:53,2024-01-05 07:36:53,15127.0,8.0,10.0,15127.0,2024-01-05
