weight_log_id,truck_id,timestamp_before,weight_before_kg,timestamp_after,weight_after_kg,loading_start_time,loading_end_time,cement_loaded_kg
2021.0,TRK-2519,2024-03-20 13:41:32,10199.0,2024-03-20 14:02:32,23509.0,2024-03-20 13:46:32,2024-03-20 13:57:32,13310.0
2022.0,TRK-4183,2024-10-06 13:10:31,11348.0,2024-10-06 13:33:31,26014.0,2024-10-06 13:15:31,,14666.0
2023.0,TRK-0022,2024-09-30 14:12:01,13640.0,2024-09-30 14:29:01,28461.0,2024-09-30 14:17:01,2024-09-30 14:24:01,14821.0
,,,,,,,,
2025.0,TRK-3035,2024-03-13 04:35:50,15680.0,2024-03-13 04:52:50,32072.0,2024-03-13 04:40:50,2024-03-13 04:47:50,16392.0
2026.0,TRK-2956,2024-03-07 00:37:31,10597.0,2024-03-07 00:57:31,25626.0,2024-03-07 00:42:31,2024-03-07 00:52:31,
2027.0,TRK-0460,2024-10-10 09:25:33,10959.0,2024-10-10 09:43:33,25658.0,2024-10-10 09:30:33,2024-10-10 09:38:33,14699.0
2028.0,TRK-1287,2024-03-20 10:07:32,12071.0,2024-03-20 10:29:32,24731.0,2024-03-20 10:12:32,2024-03-20 10:24:32,12660.0
,TRK-0753,2024-04-20 17:08:51,13585.0,2024-04-20 17:31:51,29764.0,2024-04-20 17:13:51,2024-04-20 17:26:51,16179.0
,,,,,,,,
2031.0,TRK-2961,2024-07-15 02:52:04,11000.0,2024-07-15 03:10:04,28098.0,2024-07-15 02:57:04,2024-07-15 03:05:04,17098.0
2032.0,TRK-0987,2024-06-24 13:06:32,14346.0,2024-06-24 13:31:32,28535.0,2024-06-24 13:11:32,2024-06-24 13:26:32,14189.0
2033.0,TRK-0720,2024-04-14 01:01:29,14201.0,2024-04-14 01:16:29,29140.0,2024-04-14 01:06:29,2024-04-14 01:11:29,14939.0
2034.0,TRK-0759,2024-08-07 03:28:23,123710.0,2024-08-07 03:44:23,127060.0,2024-08-07 03:33:23,2024-08-07 03:39:23,130410.0
2035.0,TRK-0181,2024-03-24 01:00:46,15842.0,2024-03-24 01:15:46,31877.0,2024-03-24 01:05:46,2024-03-24 01:10:46,16035.0
2036.0,TRK-2116,2024-08-20 09:23:40,,2024-08-20 09:38:40,29427.0,2024-08-20 09:28:40,2024-08-20 09:33:40,14251.0
2037.0,TRK-3062,2024-01-26 08:45:02,10554.0,2024-01-26 09:05:02,26058.0,2024-01-26 08:50:02,2024-01-26 09:00:02,15504.0
2038.0,TRK-4756,2024-06-14 11:23:44,14945.0,2024-06-14 11:41:44,28716.0,2024-06-14 11:28:44,2024-06-14 11:36:44,13771.0
,TRK-1262,2024-09-16 05:50:49,13873.0,2024-09-16 06:11:49,31608.0,,2024-09-16 06:06:49,17735.0
2040.0,TRK-1192,2024-06-01 00:27:25,13134.0,2024-06-01 00:50:25,29817.0,2024-06-01 00:32:25,2024-06-01 00:45:25,16683.0
2041.0,TRK-4784,2024-01-02 23:25:38,12172.0,2024-01-02 23:47:38,,2024-01-02 23:30:38,2024-01-02 23:42:38,13852.0
2042.0,TRK-4186,2024-11-05 12:05:46,13813.0,2024-11-05 12:29:46,27476.0,2024-11-05 12:10:46,2024-11-05 12:24:46,13663.0
2043.0,TRK-0345,2024-02-07 07:08:27,,2024-02-07 07:25:27,32171.0,2024-02-07 07:13:27,2024-02-07 07:20:27,17524.0
2044.0,TRK-3029,2024-08-13 08:25:05,11459.0,2024-08-13 08:43:05,28396.0,2024-08-13 08:30:05,2024-08-13 08:38:05,16937.0
2045.0,TRK-0397,2024-02-18 02:17:40,13075.0,2024-02-18 02:32:40,28081.0,2024-02-18 02:22:40,2024-02-18 02:27:40,15006.0
2046.0,TRK-3382,2024-01-13 23:10:23,11627.0,2024-01-13 23:31:23,23998.0,2024-01-13 23:15:23,2024-01-13 23:26:23,12371.0
2047.0,TRK-3596,2024-08-22 06:18:26,10663.0,2024-08-22 06:35:26,25134.0,,2024-08-22 06:30:26,14471.0
2048.0,TRK-1009,2024-01-05 00:42:58,11667.0,2024-01-05 01:04:58,25347.0,2024-01-05 00:47:58,2024-01-05 00:59:58,13680.0
2049.0,TRK-4996,2024-04-27 10:14:02,12433.0,2024-04-27 10:38:02,25142.0,2024-04-27 10:19:02,2024-04-27 10:33:02,12709.0
2050.0,TRK-1122,2024-08-01 02:23:57,15285.0,2024-08-01 02:43:57,31669.0,2024-08-01 02:28:57,2024-08-01 02:38:57,
2051.0,TRK-0570,2024-07-20 17:08:01,14648.0,2024-07-20 17:26:01,30172.0,2024-07-20 17:13:01,2024-07-20 17:21:01,15524.0
2052.0,TRK-3190,2024-06-16 07:16:00,14739.0,2024-06-16 07:35:00,28292.0,2024-06-16 07:21:00,2024-06-16 07:30:00,13553.0
2053.0,TRK-3529,2024-06-02 22:04:01,12436.0,2024-06-02 22:22:01,27938.0,2024-06-02 22:09:01,2024-06-02 22:17:01,15502.0
2054.0,TRK-2867,2024-10-06 14:51:46,15554.0,2024-10-06 15:09:46,28242.0,2024-10-06 14:56:46,2024-10-06 15:04:46,12688.0
2055.0,,2024-10-09 10:31:34,12581.0,2024-10-09 10:55:34,26874.0,2024-10-09 10:36:34,2024-10-09 10:50:34,14293.0
2056.0,TRK-3055,2024-01-09 21:29:36,13446.0,2024-01-09 21:52:36,26407.0,2024-01-09 21:34:36,2024-01-09 21:47:36,12961.0
2057.0,TRK-3016,2024-10-17 09:54:24,10259.0,2024-10-17 10:17:24,27040.0,2024-10-17 09:59:24,2024-10-17 10:12:24,16781.0
2058.0,TRK-2619,2024-06-20 19:08:31,10891.0,2024-06-20 19:27:31,26016.0,2024-06-20 19:13:31,2024-06-20 19:22:31,15125.0
2059.0,TRK-1907,2024-03-21 17:30:50,15350.0,2024-03-21 17:46:50,31725.0,2024-03-21 17:35:50,2024-03-21 17:41:50,16375.0
2060.0,TRK-3668,2024-11-29 13:08:01,15057.0,2024-11-29 13:31:01,31799.0,2024-11-29 13:13:01,2024-11-29 13:26:01,16742.0
2061.0,TRK-3924,2024-10-16 16:08:58,13365.0,2024-10-16 16:26:58,27329.0,2024-10-16 16:13:58,2024-10-16 16:21:58,13964.0
2062.0,TRK-0380,2024-02-29 21:43:55,11054.0,2024-02-29 22:01:55,23118.0,2024-02-29 21:48:55,2024-02-29 21:56:55,12064.0
2063.0,TRK-2304,2024-06-09 12:42:15,11275.0,2024-06-09 13:00:15,25246.0,2024-06-09 12:47:15,2024-06-09 12:55:15,13971.0
2064.0,TRK-1819,2024-04-30 05:08:18,15664.0,2024-04-30 05:31:18,31966.0,2024-04-30 05:13:18,2024-04-30 05:26:18,16302.0
2065.0,TRK-1961,2024-04-28 03:24:46,10849.0,2024-04-28 03:49:46,27518.0,2024-04-28 03:29:46,2024-04-28 03:44:46,16669.0
,,,,,,,,
2067.0,TRK-0222,2024-10-20 09:20:56,15001.0,2024-10-20 09:45:56,,2024-10-20 09:25:56,2024-10-20 09:40:56,13257.0
2068.0,TRK-4061,2024-06-22 16:53:46,10132.0,2024-06-22 17:12:46,22179.0,2024-06-22 16:58:46,,12047.0
2069.0,TRK-0199,2024-10-27 10:00:12,12542.0,2024-10-27 10:18:12,29017.0,2024-10-27 10:05:12,2024-10-27 10:13:12,16475.0
2070.0,TRK-3568,2024-10-25 13:40:37,13109.0,2024-10-25 14:01:37,29328.0,2024-10-25 13:45:37,2024-10-25 13:56:37,16219.0
2071.0,TRK-2484,2024-08-04 13:23:58,13828.0,2024-08-04 13:38:58,29921.0,2024-08-04 13:28:58,2024-08-04 13:33:58,16093.0
2072.0,TRK-1252,2024-12-10 07:24:51,13184.0,2024-12-10 07:39:51,26496.0,2024-12-10 07:29:51,2024-12-10 07:34:51,13312.0
2073.0,TRK-3802,2024-08-09 18:17:22,12576.0,2024-08-09 18:39:22,28723.0,2024-08-09 18:22:22,,16147.0
2074.0,TRK-4965,2024-08-31 20:54:57,13428.0,2024-08-31 21:15:57,27087.0,2024-08-31 20:59:57,2024-08-31 21:10:57,13659.0
2075.0,TRK-3386,2024-09-25 07:11:35,14124.0,2024-09-25 07:26:35,,2024-09-25 07:16:35,2024-09-25 07:21:35,14923.0
2076.0,TRK-1681,2024-03-17 18:43:07,13977.0,2024-03-17 19:01:07,30318.0,2024-03-17 18:48:07,2024-03-17 18:56:07,16341.0
2077.0,TRK-0475,2024-09-15 01:20:32,14544.0,2024-09-15 01:43:32,27750.0,2024-09-15 01:25:32,2024-09-15 01:38:32,13206.0
2078.0,TRK-1649,2024-07-01 03:39:47,11555.0,2024-07-01 03:54:47,28177.0,2024-07-01 03:44:47,2024-07-01 03:49:47,16622.0
,TRK-3772,2024-07-18 15:44:27,10242.0,2024-07-18 16:00:27,27228.0,2024-07-18 15:49:27,2024-07-18 15:55:27,16986.0
,,,,,,,,
2081.0,TRK-3803,2024-08-26 11:14:46,14095.0,2024-08-26 11:29:46,31263.0,2024-08-26 11:19:46,2024-08-26 11:24:46,17168.0
2082.0,TRK-3824,2024-05-21 00:01:56,12964.0,2024-05-21 00:17:56,29253.0,2024-05-21 00:06:56,2024-05-21 00:12:56,16289.0
,TRK-3246,2024-09-01 16:57:58,11135.0,2024-09-01 17:13:58,23161.0,2024-09-01 17:02:58,2024-09-01 17:08:58,12026.0
2084.0,TRK-4616,2024-12-30 20:15:47,14153.0,2024-12-30 20:40:47,31275.0,2024-12-30 20:20:47,2024-12-30 20:35:47,17122.0
,,,,,,,,
2086.0,TRK-4321,2024-02-05 11:35:24,15616.0,2024-02-05 11:52:24,31756.0,2024-02-05 11:40:24,2024-02-05 11:47:24,
2087.0,TRK-0558,2024-07-07 02:24:42,13470.0,2024-07-07 02:47:42,30172.0,2024-07-07 02:29:42,2024-07-07 02:42:42,16702.0
2088.0,TRK-3173,2024-06-16 06:50:20,10092.0,2024-06-16 07:05:20,25191.0,2024-06-16 06:55:20,2024-06-16 07:00:20,15099.0
2089.0,TRK-3269,2024-11-04 17:33:31,14130.0,2024-11-04 17:58:31,30419.0,2024-11-04 17:38:31,2024-11-04 17:53:31,16289.0
2090.0,,2024-01-23 15:12:19,11307.0,2024-01-23 15:34:19,28123.0,2024-01-23 15:17:19,2024-01-23 15:29:19,16816.0
2091.0,TRK-0385,2024-11-01 14:21:54,12552.0,2024-11-01 14:38:54,27578.0,2024-11-01 14:26:54,2024-11-01 14:33:54,15026.0
2092.0,TRK-1408,2024-11-12 22:30:55,14458.0,2024-11-12 22:55:55,28639.0,2024-11-12 22:35:55,2024-11-12 22:50:55,14181.0
2093.0,TRK-3092,2024-08-27 08:53:31,12642.0,2024-08-27 09:16:31,24832.0,2024-08-27 08:58:31,2024-08-27 09:11:31,12190.0
2094.0,TRK-3460,2024-09-17 13:11:50,14472.0,2024-09-17 13:27:50,32023.0,2024-09-17 13:16:50,2024-09-17 13:22:50,17551.0
2095.0,TRK-3684,,14888.0,2024-01-10 00:36:21,28172.0,2024-01-10 00:24:21,2024-01-10 00:31:21,13284.0
2096.0,TRK-2339,2024-08-20 19:27:59,10826.0,2024-08-20 19:52:59,27832.0,2024-08-20 19:32:59,2024-08-20 19:47:59,17006.0
2097.0,TRK-4995,2024-03-17 19:53:10,13738.0,2024-03-17 20:17:10,29365.0,2024-03-17 19:58:10,2024-03-17 20:12:10,15627.0
2098.0,TRK-0069,,11777.0,2024-07-11 12:02:55,24115.0,2024-07-11 11:51:55,2024-07-11 11:57:55,12338.0
2099.0,TRK-4568,2024-02-07 13:33:55,10510.0,2024-02-07 13:56:55,24247.0,2024-02-07 13:38:55,2024-02-07 13:51:55,
2100.0,TRK-2166,2024-12-22 16:38:28,14577.0,2024-12-22 16:53:28,31638.0,2024-12-22 16:43:28,2024-12-22 16:48:28,17061.0
,,,,,,,,
2102.0,TRK-4348,2024-04-23 15:33:45,13735.0,2024-04-23 15:56:45,30433.0,2024-04-23 15:38:45,2024-04-23 15:51:45,16698.0
2103.0,TRK-0365,2024-12-21 11:08:08,12225.0,2024-12-21 11:31:08,26245.0,2024-12-21 11:13:08,2024-12-21 11:26:08,14020.0
2104.0,TRK-1577,2024-12-30 04:05:26,12088.0,2024-12-30 04:26:26,26695.0,2024-12-30 04:10:26,2024-12-30 04:21:26,14607.0
2105.0,TRK-4418,2024-10-26 11:45:56,13089.0,2024-10-26 12:07:56,30286.0,2024-10-26 11:50:56,2024-10-26 12:02:56,17197.0
2106.0,TRK-1110,2024-10-01 16:07:16,,2024-10-01 16:22:16,26666.0,,2024-10-01 16:17:16,13497.0
,,,,,,,,
2108.0,TRK-4132,2024-09-14 00:56:35,15633.0,2024-09-14 01:11:35,31092.0,2024-09-14 01:01:35,2024-09-14 01:06:35,15459.0
2109.0,TRK-3462,2024-05-22 01:00:32,15956.0,2024-05-22 01:21:32,30394.0,2024-05-22 01:05:32,2024-05-22 01:16:32,14438.0
2110.0,TRK-0460,2024-09-04 23:15:25,12622.0,2024-09-04 23:40:25,29585.0,2024-09-04 23:20:25,2024-09-04 23:35:25,16963.0
2111.0,TRK-4735,2024-08-05 04:22:29,13903.0,2024-08-05 04:47:29,31504.0,2024-08-05 04:27:29,2024-08-05 04:42:29,17601.0
2112.0,TRK-2488,2024-02-11 17:26:06,11823.0,2024-02-11 17:51:06,24022.0,2024-02-11 17:31:06,2024-02-11 17:46:06,12199.0
2113.0,TRK-4352,2024-01-06 14:57:13,14085.0,,26155.0,2024-01-06 15:02:13,2024-01-06 15:15:13,12070.0
2114.0,TRK-1734,2024-04-20 21:39:02,13646.0,2024-04-20 22:02:02,27063.0,2024-04-20 21:44:02,2024-04-20 21:57:02,13417.0
2115.0,TRK-2740,2024-05-15 22:53:03,15783.0,2024-05-15 23:11:03,31377.0,2024-05-15 22:58:03,2024-05-15 23:06:03,
2116.0,TRK-0876,2024-10-18 17:56:40,11038.0,2024-10-18 18:17:40,27346.0,2024-10-18 18:01:40,2024-10-18 18:12:40,16308.0
2117.0,,2024-07-09 14:58:58,14067.0,2024-07-09 15:13:58,28420.0,,2024-07-09 15:08:58,14353.0
2118.0,TRK-0658,2024-11-12 08:42:44,12733.0,2024-11-12 09:02:44,28719.0,2024-11-12 08:47:44,2024-11-12 08:57:44,15986.0
2119.0,TRK-4428,2024-04-05 21:30:21,15215.0,2024-04-05 21:46:21,29139.0,2024-04-05 21:35:21,2024-04-05 21:41:21,13924.0
2120.0,TRK-3602,2024-10-04 23:28:57,11640.0,2024-10-04 23:44:57,25964.0,2024-10-04 23:33:57,2024-10-04 23:39:57,14324.0
2121.0,TRK-1369,2024-04-15 14:17:35,10978.0,2024-04-15 14:39:35,28455.0,2024-04-15 14:22:35,2024-04-15 14:34:35,17477.0
2122.0,TRK-2771,2024-06-11 12:23:39,13176.0,2024-06-11 12:40:39,27388.0,2024-06-11 12:28:39,2024-06-11 12:35:39,14212.0
2123.0,TRK-3937,2024-06-18 01:33:39,14867.0,2024-06-18 01:57:39,29124.0,2024-06-18 01:38:39,2024-06-18 01:52:39,14257.0
2124.0,TRK-2065,2024-08-11 04:06:40,12017.0,,24928.0,2024-08-11 04:11:40,2024-08-11 04:19:40,12911.0
2125.0,TRK-4070,2024-11-20 10:24:50,14461.0,2024-11-20 10:41:50,30143.0,2024-11-20 10:29:50,2024-11-20 10:36:50,15682.0
2126.0,TRK-1852,2024-04-26 13:34:24,15917.0,2024-04-26 13:49:24,30799.0,2024-04-26 13:39:24,2024-04-26 13:44:24,
,TRK-3913,2024-04-09 00:13:40,13346.0,2024-04-09 00:34:40,26450.0,2024-04-09 00:18:40,2024-04-09 00:29:40,13104.0
2128.0,,2024-12-21 00:39:00,14324.0,2024-12-21 00:58:00,26438.0,2024-12-21 00:44:00,2024-12-21 00:53:00,12114.0
2129.0,TRK-3609,2024-07-10 18:09:14,14266.0,2024-07-10 18:28:14,32123.0,,2024-07-10 18:23:14,17857.0
2130.0,TRK-3285,2024-11-03 21:11:57,12073.0,2024-11-03 21:26:57,25014.0,2024-11-03 21:16:57,2024-11-03 21:21:57,12941.0
2131.0,TRK-2721,2024-03-23 21:06:25,13622.0,,,2024-03-23 21:11:25,2024-03-23 21:23:25,14410.0
2132.0,TRK-3329,2024-09-24 10:50:01,13163.0,2024-09-24 11:07:01,26120.0,2024-09-24 10:55:01,2024-09-24 11:02:01,12957.0
2133.0,TRK-4915,2024-03-31 19:15:37,150330.0,2024-03-31 19:37:37,156095.0,2024-03-31 19:20:37,2024-03-31 19:32:37,161860.0
2134.0,TRK-2594,2024-07-28 13:04:52,13501.0,,30671.0,2024-07-28 13:09:52,2024-07-28 13:19:52,17170.0
2135.0,TRK-1026,2024-06-20 01:34:14,12589.0,2024-06-20 01:54:14,30028.0,2024-06-20 01:39:14,2024-06-20 01:49:14,17439.0
2136.0,TRK-2464,2024-10-25 07:20:12,11226.0,2024-10-25 07:39:12,25962.0,2024-10-25 07:25:12,2024-10-25 07:34:12,14736.0
2137.0,TRK-4606,2024-08-01 06:00:16,13456.0,2024-08-01 06:21:16,29178.0,2024-08-01 06:05:16,2024-08-01 06:16:16,15722.0
2138.0,TRK-1430,2024-12-08 14:32:32,14998.0,2024-12-08 14:49:32,31688.0,2024-12-08 14:37:32,,16690.0
2139.0,TRK-4974,2024-01-23 02:53:59,10449.0,2024-01-23 03:15:59,23776.0,2024-01-23 02:58:59,2024-01-23 03:10:59,13327.0
,TRK-1109,2024-10-16 00:26:58,15886.0,2024-10-16 00:47:58,31754.0,2024-10-16 00:31:58,2024-10-16 00:42:58,15868.0
2141.0,TRK-2223,2024-10-26 10:10:28,10357.0,2024-10-26 10:31:28,27814.0,2024-10-26 10:15:28,2024-10-26 10:26:28,17457.0
2142.0,TRK-0193,,10810.0,2024-11-01 09:55:04,24938.0,2024-11-01 09:40:04,2024-11-01 09:50:04,14128.0
2143.0,TRK-0854,2024-12-12 08:44:23,11865.0,2024-12-12 09:07:23,25205.0,2024-12-12 08:49:23,2024-12-12 09:02:23,13340.0
2144.0,TRK-3591,2024-10-03 08:01:41,15875.0,2024-10-03 08:19:41,32438.0,2024-10-03 08:06:41,2024-10-03 08:14:41,16563.0
,,,,,,,,
2146.0,TRK-1792,,11938.0,,25043.0,2024-02-20 18:55:44,2024-02-20 19:09:44,13105.0
2147.0,TRK-1663,2024-07-13 15:16:30,,2024-07-13 15:41:30,31356.0,2024-07-13 15:21:30,2024-07-13 15:36:30,16962.0
2148.0,TRK-4299,2024-08-10 09:01:08,13197.0,2024-08-10 09:18:08,26467.0,2024-08-10 09:06:08,2024-08-10 09:13:08,13270.0
2149.0,TRK-2934,2024-01-12 15:34:06,15299.0,2024-01-12 15:53:06,30765.0,2024-01-12 15:39:06,2024-01-12 15:48:06,15466.0
2150.0,TRK-4105,2024-09-13 00:00:40,13451.0,2024-09-13 00:17:40,30063.0,2024-09-13 00:05:40,2024-09-13 00:12:40,16612.0
2151.0,TRK-3378,2024-05-08 20:10:51,13528.0,2024-05-08 20:26:51,26022.0,2024-05-08 20:15:51,2024-05-08 20:21:51,12494.0
,,,,,,,,
2153.0,TRK-4074,2024-06-18 14:44:28,12201.0,,28744.0,2024-06-18 14:49:28,2024-06-18 15:04:28,16543.0
2154.0,,2024-05-13 21:29:38,,2024-05-13 21:48:38,28227.0,2024-05-13 21:34:38,2024-05-13 21:43:38,13644.0
2155.0,,2024-12-22 16:01:23,15339.0,2024-12-22 16:17:23,33122.0,2024-12-22 16:06:23,2024-12-22 16:12:23,17783.0
2156.0,TRK-2502,2024-02-04 03:03:40,14748.0,2024-02-04 03:20:40,30110.0,,2024-02-04 03:15:40,15362.0
2157.0,TRK-1194,2024-08-02 19:30:22,13940.0,2024-08-02 19:48:22,31075.0,2024-08-02 19:35:22,2024-08-02 19:43:22,17135.0
,,,,,,,,
2159.0,TRK-0258,2024-06-20 20:25:05,10428.0,2024-06-20 20:41:05,23645.0,2024-06-20 20:30:05,,13217.0
2160.0,TRK-3506,2024-07-29 14:47:30,13379.0,2024-07-29 15:06:30,28576.0,2024-07-29 14:52:30,2024-07-29 15:01:30,15197.0
2161.0,TRK-0298,2024-11-06 05:47:57,14796.0,2024-11-06 06:08:57,27414.0,2024-11-06 05:52:57,2024-11-06 06:03:57,12618.0
2162.0,,2024-12-13 04:01:19,,2024-12-13 04:16:19,31596.0,2024-12-13 04:06:19,2024-12-13 04:11:19,16641.0
2163.0,TRK-0685,2024-04-27 15:37:57,10052.0,2024-04-27 15:52:57,26945.0,,2024-04-27 15:47:57,16893.0
2164.0,TRK-0872,2024-10-14 10:41:55,13520.0,2024-10-14 11:02:55,28433.0,2024-10-14 10:46:55,2024-10-14 10:57:55,14913.0
2165.0,TRK-4857,2024-06-23 12:20:17,12646.0,2024-06-23 12:39:17,,2024-06-23 12:25:17,2024-06-23 12:34:17,14783.0
2166.0,TRK-2548,2024-06-20 20:47:46,15900.0,2024-06-20 21:05:46,28217.0,2024-06-20 20:52:46,2024-06-20 21:00:46,12317.0
2167.0,TRK-0448,2024-02-05 04:10:54,10787.0,2024-02-05 04:32:54,27038.0,2024-02-05 04:15:54,2024-02-05 04:27:54,
2168.0,TRK-2202,2024-08-18 11:01:43,13277.0,2024-08-18 11:18:43,30638.0,2024-08-18 11:06:43,2024-08-18 11:13:43,17361.0
,,,,,,,,
2170.0,TRK-1281,2024-12-24 05:02:49,10034.0,2024-12-24 05:27:49,24612.0,2024-12-24 05:07:49,2024-12-24 05:22:49,14578.0
2171.0,TRK-1482,2024-10-19 16:32:30,15849.0,2024-10-19 16:49:30,30633.0,2024-10-19 16:37:30,2024-10-19 16:44:30,14784.0
2172.0,TRK-4505,2024-07-28 14:47:46,14674.0,2024-07-28 15:10:46,30423.0,2024-07-28 14:52:46,2024-07-28 15:05:46,15749.0
2173.0,TRK-1618,2024-07-14 03:14:14,10462.0,2024-07-14 03:36:14,24086.0,2024-07-14 03:19:14,2024-07-14 03:31:14,13624.0
2174.0,TRK-1294,2024-04-01 19:18:34,10892.0,2024-04-01 19:39:34,26142.0,2024-04-01 19:23:34,2024-04-01 19:34:34,15250.0
2175.0,TRK-3060,2024-06-21 20:15:54,13275.0,2024-06-21 20:39:54,26143.0,2024-06-21 20:20:54,2024-06-21 20:34:54,12868.0
2176.0,TRK-0376,2024-04-16 04:38:07,13665.0,2024-04-16 04:53:07,,2024-04-16 04:43:07,2024-04-16 04:48:07,17138.0
2177.0,TRK-4360,2024-04-05 08:20:01,15560.0,2024-04-05 08:45:01,30869.0,2024-04-05 08:25:01,2024-04-05 08:40:01,15309.0
2178.0,TRK-0539,2024-11-12 15:02:12,10966.0,2024-11-12 15:24:12,23729.0,2024-11-12 15:07:12,2024-11-12 15:19:12,12763.0
2179.0,TRK-1749,2024-04-12 12:52:21,15480.0,2024-04-12 13:11:21,27487.0,2024-04-12 12:57:21,2024-04-12 13:06:21,12007.0
,,,,,,,,
2181.0,TRK-3336,2024-01-17 20:28:50,12209.0,2024-01-17 20:45:50,25418.0,2024-01-17 20:33:50,2024-01-17 20:40:50,13209.0
2182.0,TRK-3756,2024-08-23 10:28:29,13444.0,2024-08-23 10:47:29,27452.0,2024-08-23 10:33:29,2024-08-23 10:42:29,14008.0
2183.0,TRK-2541,2024-11-14 05:27:55,14712.0,2024-11-14 05:52:55,29223.0,2024-11-14 05:32:55,2024-11-14 05:47:55,
2184.0,TRK-3391,2024-06-05 14:48:40,12772.0,2024-06-05 15:05:40,28303.0,2024-06-05 14:53:40,2024-06-05 15:00:40,15531.0
2185.0,TRK-2918,2024-07-16 07:56:23,10498.0,2024-07-16 08:16:23,24074.0,2024-07-16 08:01:23,2024-07-16 08:11:23,13576.0
2186.0,TRK-2331,2024-05-03 20:28:09,14088.0,2024-05-03 20:50:09,31592.0,2024-05-03 20:33:09,2024-05-03 20:45:09,17504.0
2187.0,TRK-2158,2024-08-28 09:12:54,10651.0,2024-08-28 09:28:54,26019.0,2024-08-28 09:17:54,2024-08-28 09:23:54,15368.0
2188.0,TRK-0122,2024-03-24 05:37:27,11285.0,2024-03-24 06:00:27,26348.0,2024-03-24 05:42:27,2024-03-24 05:55:27,15063.0
2189.0,TRK-4695,2024-07-14 11:41:30,12886.0,2024-07-14 11:59:30,30760.0,2024-07-14 11:46:30,2024-07-14 11:54:30,17874.0
2190.0,TRK-4501,2024-01-16 18:12:11,14403.0,2024-01-16 18:34:11,29215.0,2024-01-16 18:17:11,2024-01-16 18:29:11,14812.0
2191.0,TRK-2943,2024-06-02 10:19:55,14911.0,2024-06-02 10:44:55,31506.0,2024-06-02 10:24:55,2024-06-02 10:39:55,16595.0
2192.0,TRK-4044,2024-03-02 06:16:04,12592.0,2024-03-02 06:40:04,26126.0,2024-03-02 06:21:04,2024-03-02 06:35:04,13534.0
2193.0,TRK-0487,2024-10-17 01:40:21,12132.0,2024-10-17 01:56:21,29646.0,2024-10-17 01:45:21,2024-10-17 01:51:21,17514.0
