event_id,truck_id,silo_id,assignment_timestamp,detection_timestamp
1050.0,TRK-0974,5.0,2024-01-15 12:10:25,2024-01-15 12:19:25
1051.0,TRK-1277,5.0,2024-02-20 08:19:32,2024-02-20 08:21:32
1052.0,TRK-1544,3.0,2024-03-28 04:04:11,2024-03-28 04:08:11
1053.0,TRK-2013,5.0,2024-12-14 05:17:11,2024-12-14 05:26:11
1054.0,TRK-3992,2.0,2024-04-21 10:45:14,2024-04-21 10:51:14
1055.0,TRK-3473,13.0,,2024-01-16 03:11:04
1056.0,TRK-0274,10.0,2024-05-24 13:54:14,2024-05-24 13:59:14
1057.0,TRK-2925,6.0,2024-05-28 10:45:01,2024-05-28 10:52:01
1058.0,TRK-2824,12.0,2024-10-15 18:27:48,2024-10-15 18:36:48
1059.0,TRK-0344,15.0,2024-06-30 18:59:14,2024-06-30 19:03:14
1060.0,TRK-0302,1.0,2024-06-24 09:17:26,2024-06-24 09:25:26
1061.0,TRK-0931,8.0,2024-11-27 07:36:46,2024-11-27 07:42:46
1062.0,TRK-0604,4.0,2024-11-25 07:59:49,2024-11-25 08:07:49
1063.0,TRK-2533,5.0,2024-02-09 15:29:48,2024-02-09 15:36:48
1064.0,TRK-4618,5.0,2024-03-12 15:13:08,2024-03-12 15:22:08
,TRK-3209,2.0,2024-05-19 14:05:26,2024-05-19 14:09:26
,,,,
,TRK-4892,2.0,,2024-09-13 01:08:34
1068.0,TRK-3913,11.0,2024-05-23 06:58:48,2024-05-23 07:00:48
1069.0,TRK-3429,6.0,2024-07-20 10:14:04,2024-07-20 10:16:04
1070.0,TRK-3585,12.0,2024-08-06 23:34:29,2024-08-06 23:42:29
1071.0,TRK-0847,15.0,2024-10-13 01:24:44,2024-10-13 01:28:44
1072.0,TRK-1384,14.0,2024-01-17 21:15:43,2024-01-17 21:19:43
,TRK-4433,11.0,2024-11-16 19:29:27,2024-11-16 19:34:27
1074.0,TRK-0217,6.0,2024-04-11 21:41:39,2024-04-11 21:49:39
1075.0,,5.0,2024-02-09 17:24:08,2024-02-09 17:32:08
1076.0,TRK-4567,12.0,2024-12-24 11:14:31,2024-12-24 11:21:31
1077.0,TRK-2035,11.0,2024-07-19 14:54:00,2024-07-19 14:56:00
1078.0,,6.0,2024-11-26 10:24:33,2024-11-26 10:31:33
1079.0,TRK-2653,13.0,2024-09-01 07:00:58,2024-09-01 07:07:58
,,,,
1081.0,TRK-1033,7.0,2024-10-26 21:27:06,2024-10-26 21:32:06
1082.0,TRK-2727,7.0,2024-11-30 18:57:23,2024-11-30 18:59:23
1083.0,TRK-4094,8.0,2024-07-15 20:06:01,2024-07-15 20:15:01
1084.0,TRK-4415,10.0,2024-12-08 18:04:16,2024-12-08 18:10:16
,,,,
1086.0,TRK-3999,7.0,2024-01-05 15:35:26,2024-01-05 15:40:26
1087.0,TRK-4724,12.0,2024-05-10 19:20:10,2024-05-10 19:22:10
1088.0,TRK-2154,11.0,2024-01-27 23:19:06,2024-01-27 23:27:06
1089.0,TRK-0290,1.0,2024-06-09 07:44:24,2024-06-09 07:54:24
1090.0,,12.0,2024-06-05 08:00:33,2024-06-05 08:05:33
1091.0,TRK-3280,10.0,2024-06-16 12:32:00,2024-06-16 12:40:00
1092.0,TRK-1165,7.0,2024-01-17 20:55:56,2024-01-17 20:57:56
1093.0,TRK-1506,11.0,2024-10-02 14:18:16,2024-10-02 14:22:16
1094.0,TRK-1227,1.0,2024-07-29 14:16:32,2024-07-29 14:25:32
1095.0,TRK-3069,,2024-11-07 02:12:58,2024-11-07 02:14:58
1096.0,TRK-3281,2.0,2024-02-14 13:37:35,2024-02-14 13:46:35
1097.0,TRK-4961,1.0,2024-11-26 00:43:00,2024-11-26 00:51:00
1098.0,TRK-3787,1.0,2024-03-10 18:51:30,2024-03-10 18:54:30
,TRK-2792,11.0,2024-03-25 11:20:20,2024-03-25 11:23:20
1100.0,TRK-1415,1.0,2024-08-12 21:44:25,2024-08-12 21:46:25
,,,,
1102.0,TRK-2072,5.0,2024-07-08 10:35:38,2024-07-08 10:37:38
1103.0,TRK-3745,7.0,2024-07-23 17:54:04,2024-07-23 18:03:04
1104.0,TRK-1341,15.0,2024-08-02 21:21:54,2024-08-02 21:24:54
1105.0,TRK-3133,3.0,2024-04-24 03:27:59,2024-04-24 03:30:59
1106.0,TRK-4516,11.0,,2024-10-26 13:20:42
,,,,
1108.0,TRK-4819,12.0,2024-07-07 17:02:54,2024-07-07 17:05:54
1109.0,TRK-4885,3.0,2024-09-03 13:33:46,2024-09-03 13:41:46
1110.0,TRK-4993,3.0,2024-08-26 12:51:53,2024-08-26 12:54:53
1111.0,TRK-0021,14.0,2024-01-14 01:35:54,2024-01-14 01:42:54
1112.0,TRK-1838,1.0,2024-08-14 16:30:29,2024-08-14 16:39:29
1113.0,TRK-0697,3.0,2024-08-04 06:26:24,2024-08-04 06:30:24
1114.0,TRK-3424,1.0,2024-05-28 04:55:54,2024-05-28 04:57:54
,TRK-4582,3.0,2024-11-06 13:20:49,2024-11-06 13:24:49
1116.0,TRK-4186,4.0,2024-03-16 05:25:25,2024-03-16 05:34:25
,,12.0,2024-06-10 16:02:59,2024-06-10 16:08:59
1118.0,TRK-1490,8.0,2024-02-02 04:39:42,2024-02-02 04:41:42
1119.0,TRK-2586,5.0,2024-05-06 18:07:44,2024-05-06 18:17:44
1120.0,TRK-2656,8.0,2024-02-24 13:52:54,2024-02-24 14:02:54
1121.0,TRK-4387,15.0,2024-07-02 22:36:04,2024-07-02 22:45:04
1122.0,TRK-1365,15.0,2024-05-31 19:31:37,2024-05-31 19:41:37
1123.0,TRK-1191,1.0,2024-08-25 11:34:58,2024-08-25 11:42:58
1124.0,TRK-1586,3.0,2024-05-05 10:11:48,2024-05-05 10:15:48
1125.0,TRK-4248,14.0,2024-11-18 00:01:51,2024-11-18 00:03:51
1126.0,,3.0,,2024-08-02 05:56:00
1127.0,,9.0,2024-11-10 16:40:11,2024-11-10 16:42:11
1128.0,,5.0,2024-11-11 08:33:25,2024-11-11 08:41:25
1129.0,TRK-3434,6.0,2024-11-28 05:55:25,2024-11-28 06:05:25
1130.0,TRK-4749,6.0,2024-11-29 03:03:53,2024-11-29 03:07:53
1131.0,TRK-2218,8.0,2024-04-19 11:00:56,
1132.0,TRK-0108,14.0,2024-04-27 13:47:54,2024-04-27 13:55:54
1133.0,TRK-0160,11.0,2024-04-27 15:31:16,2024-04-27 15:39:16
1134.0,,8.0,2024-03-01 07:26:00,2024-03-01 07:30:00
1135.0,TRK-2106,15.0,2024-01-06 18:04:07,2024-01-06 18:11:07
1136.0,TRK-1450,6.0,2024-02-26 05:08:44,2024-02-26 05:17:44
1137.0,TRK-1782,8.0,2024-03-03 03:58:00,2024-03-03 04:08:00
,TRK-3816,12.0,2024-11-06 09:30:02,2024-11-06 09:36:02
1139.0,TRK-3845,8.0,2024-04-10 18:55:00,2024-04-10 19:05:00
1140.0,TRK-4394,5.0,2024-09-26 13:17:30,2024-09-26 13:19:30
1141.0,TRK-3617,1.0,2024-08-03 15:58:14,2024-08-03 16:04:14
1142.0,TRK-3413,6.0,2024-02-27 22:24:51,2024-02-27 22:33:51
1143.0,TRK-3835,8.0,2024-04-07 12:04:06,2024-04-07 12:06:06
1144.0,TRK-3556,2.0,2024-07-27 10:19:25,
,,,,
1146.0,TRK-1255,,2024-11-20 19:44:23,
1147.0,TRK-1271,7.0,,2024-06-01 14:07:55
1148.0,TRK-0503,13.0,2024-03-15 07:54:38,2024-03-15 07:58:38
1149.0,TRK-4200,,2024-10-08 05:54:40,2024-10-08 05:58:40
1150.0,TRK-3286,11.0,2024-01-28 09:04:33,2024-01-28 09:07:33
1151.0,TRK-3094,5.0,2024-04-04 21:11:36,2024-04-04 21:14:36
,,,,
1153.0,TRK-2799,4.0,2024-06-28 05:23:36,2024-06-28 05:32:36
1154.0,,11.0,2024-04-01 03:36:48,2024-04-01 03:46:48
1155.0,,1.0,2024-06-28 10:22:19,2024-06-28 10:29:19
1156.0,TRK-3172,12.0,2024-01-30 19:54:56,2024-01-30 20:02:56
1157.0,TRK-4447,9.0,2024-04-26 14:05:55,2024-04-26 14:07:55
,,,,
1159.0,,5.0,2024-01-17 03:17:46,2024-01-17 03:26:46
1160.0,TRK-4729,14.0,2024-03-28 21:51:47,2024-03-28 21:58:47
1161.0,TRK-0526,3.0,2024-01-29 14:41:08,2024-01-29 14:50:08
1162.0,,9.0,2024-11-21 06:58:50,2024-11-21 07:03:50
1163.0,TRK-1010,15.0,2024-11-20 12:06:42,2024-11-20 12:10:42
1164.0,TRK-2151,3.0,2024-12-04 10:51:09,2024-12-04 11:01:09
1165.0,TRK-2958,4.0,2024-02-12 16:07:32,
1166.0,TRK-2213,2.0,2024-12-20 17:30:11,2024-12-20 17:38:11
1167.0,TRK-0148,2.0,2024-07-26 00:02:47,2024-07-26 00:05:47
1168.0,TRK-4558,11.0,2024-01-13 06:13:04,2024-01-13 06:19:04
,,,,
1170.0,TRK-3605,1.0,2024-02-29 05:23:56,2024-02-29 05:26:56
1171.0,TRK-3861,1.0,2024-05-27 16:16:15,2024-05-27 16:26:15
1172.0,TRK-3280,,2024-09-20 17:06:40,2024-09-20 17:09:40
1173.0,TRK-3007,3.0,2024-05-27 19:54:02,2024-05-27 19:56:02
1174.0,TRK-3929,8.0,2024-09-02 04:07:40,2024-09-02 04:10:40
1175.0,TRK-0450,8.0,2024-08-16 00:43:54,2024-08-16 00:49:54
1176.0,TRK-0477,5.0,2024-11-11 10:00:14,2024-11-11 10:05:14
1177.0,TRK-1843,7.0,2024-02-17 07:06:18,2024-02-17 07:16:18
1178.0,TRK-4744,6.0,2024-12-23 07:49:46,2024-12-23 07:58:46
1179.0,TRK-4892,7.0,2024-04-12 08:39:09,2024-04-12 08:48:09
,,,,
1181.0,TRK-3378,2.0,2024-02-17 04:39:51,2024-02-17 04:41:51
1182.0,TRK-2684,2.0,2024-08-22 16:19:25,2024-08-22 16:22:25
1183.0,TRK-0287,15.0,2024-10-23 00:31:51,2024-10-23 00:33:51
1184.0,TRK-0420,11.0,2024-04-06 12:31:37,2024-04-06 12:40:37
1185.0,TRK-0418,14.0,2024-09-17 00:31:45,2024-09-17 00:34:45
1186.0,TRK-4067,9.0,2024-08-10 19:46:01,2024-08-10 19:53:01
1187.0,TRK-0231,12.0,2024-06-07 17:57:30,2024-06-07 18:01:30
1188.0,TRK-0097,6.0,2024-01-03 11:39:45,2024-01-03 11:41:45
1189.0,TRK-1218,6.0,2024-05-28 20:00:25,2024-05-28 20:06:25
1190.0,TRK-4632,8.0,2024-02-03 02:46:18,2024-02-03 02:50:18
1191.0,TRK-1882,12.0,2024-01-10 12:25:27,2024-01-10 12:29:27
1192.0,TRK-0269,2.0,2024-04-12 09:48:31,2024-04-12 09:50:31
1193.0,TRK-1411,10.0,2024-06-25 09:27:05,2024-06-25 09:36:05
1194.0,TRK-2986,15.0,2024-12-27 10:33:37,2024-12-27 10:42:37
1195.0,TRK-2204,11.0,2024-10-30 21:32:05,2024-10-30 21:41:05
1196.0,TRK-2735,11.0,2024-11-02 00:17:00,2024-11-02 00:22:00
1197.0,TRK-4909,7.0,2024-02-05 22:18:04,2024-02-05 22:25:04
1198.0,TRK-4875,,2024-12-05 04:16:55,2024-12-05 04:25:55
1199.0,TRK-2534,5.0,2024-07-13 17:01:11,2024-07-13 17:05:11
,,,,
1201.0,TRK-2113,11.0,2024-11-19 15:02:06,2024-11-19 15:06:06
1202.0,TRK-0461,5.0,,2024-10-16 01:57:41
1203.0,TRK-3314,5.0,2024-02-18 05:04:20,2024-02-18 05:07:20
1204.0,TRK-2861,13.0,2024-11-18 15:47:48,2024-11-18 15:52:48
1205.0,TRK-3612,5.0,2024-02-09 14:06:34,2024-02-09 14:08:34
1206.0,TRK-3002,2.0,2024-11-12 08:27:40,2024-11-12 08:32:40
1207.0,TRK-1953,8.0,2024-08-13 07:29:37,2024-08-13 07:34:37
1208.0,TRK-3639,13.0,,2024-11-08 08:10:10
1209.0,TRK-3240,12.0,2024-11-06 12:45:46,2024-11-06 12:54:46
1210.0,TRK-3108,9.0,2024-08-27 02:10:03,2024-08-27 02:13:03
1211.0,TRK-3087,13.0,2024-02-18 14:53:53,2024-02-18 14:55:53
1212.0,TRK-4344,6.0,2024-10-11 21:59:56,2024-10-11 22:06:56
1213.0,TRK-4067,13.0,2024-05-02 11:04:25,2024-05-02 11:07:25
1214.0,TRK-3751,5.0,2024-11-24 22:36:07,2024-11-24 22:38:07
1215.0,TRK-2976,9.0,2024-05-26 22:37:05,2024-05-26 22:43:05
1216.0,TRK-3203,9.0,2024-09-12 10:55:50,2024-09-12 11:05:50
1217.0,TRK-0646,5.0,2024-09-19 17:49:25,2024-09-19 17:55:25
1218.0,TRK-4819,10.0,2024-08-20 17:23:28,2024-08-20 17:25:28
1219.0,TRK-4224,1.0,2024-02-25 12:59:32,2024-02-25 13:04:32
1220.0,TRK-2765,9.0,2024-12-11 00:24:10,2024-12-11 00:32:10
1221.0,TRK-1401,5.0,2024-04-27 23:22:37,2024-04-27 23:24:37
1222.0,TRK-2913,8.0,2024-10-09 01:25:49,2024-10-09 01:31:49
1223.0,TRK-2176,6.0,2024-07-07 19:43:51,2024-07-07 19:45:51
1224.0,TRK-4628,10.0,2024-06-07 22:05:06,2024-06-07 22:15:06
1225.0,TRK-3578,4.0,,2024-08-05 13:29:56
1226.0,TRK-2118,6.0,2024-08-02 10:59:05,
1227.0,TRK-2600,3.0,2024-09-16 20:17:02,2024-09-16 20:26:02
,,,,
,,,,
1230.0,TRK-4245,6.0,2024-04-22 10:01:08,2024-04-22 10:04:08
1231.0,TRK-4377,5.0,2024-01-25 14:50:33,2024-01-25 14:58:33
1232.0,TRK-3476,15.0,2024-01-18 13:54:51,2024-01-18 14:04:51
1233.0,TRK-4995,9.0,2024-03-26 14:41:28,2024-03-26 14:48:28
1234.0,TRK-4887,4.0,2024-04-11 16:27:58,2024-04-11 16:31:58
1235.0,TRK-0626,4.0,2024-01-31 11:35:53,2024-01-31 11:42:53
1236.0,,7.0,2024-04-19 02:12:43,2024-04-19 02:15:43
,TRK-4097,11.0,2024-02-06 05:01:33,2024-02-06 05:06:33
1238.0,TRK-0429,14.0,2024-03-17 21:31:56,2024-03-17 21:40:56
1239.0,TRK-1627,11.0,2024-10-20 10:52:29,2024-10-20 10:58:29
1240.0,TRK-4358,1.0,2024-01-28 02:12:54,2024-01-28 02:14:54
,,,,
1242.0,TRK-2169,3.0,2024-02-10 06:02:15,2024-02-10 06:09:15
1243.0,TRK-4058,11.0,2024-02-13 01:19:49,
1244.0,TRK-0071,6.0,2024-11-29 03:53:04,2024-11-29 04:00:04
1245.0,TRK-2429,9.0,2024-11-28 00:12:09,2024-11-28 00:16:09
1246.0,TRK-4706,9.0,2024-08-06 09:36:09,2024-08-06 09:45:09
1247.0,TRK-4490,14.0,2024-09-03 00:32:13,2024-09-03 00:35:13
1248.0,TRK-4996,3.0,2024-02-10 05:19:48,2024-02-10 05:22:48
,,,,
1250.0,,12.0,2024-01-04 18:28:48,2024-01-04 18:38:48
1251.0,TRK-2295,8.0,2024-05-12 17:51:46,2024-05-12 17:57:46
1252.0,TRK-3167,1.0,2024-12-23 22:12:45,2024-12-23 22:18:45
1253.0,TRK-1430,10.0,2024-02-03 08:52:06,2024-02-03 08:57:06
1254.0,TRK-3733,,2024-09-27 20:18:35,2024-09-27 20:27:35
1255.0,TRK-4487,15.0,2024-09-30 08:33:24,2024-09-30 08:39:24
1256.0,TRK-3887,13.0,2024-03-30 21:19:30,
1257.0,TRK-0661,5.0,2024-03-01 19:21:37,2024-03-01 19:29:37
1258.0,TRK-0644,8.0,2024-05-02 06:44:04,2024-05-02 06:48:04
1259.0,TRK-4089,6.0,2024-09-04 01:38:08,2024-09-04 01:48:08
1260.0,TRK-0389,13.0,2024-02-14 23:44:45,2024-02-14 23:50:45
1261.0,,13.0,2024-06-21 19:05:16,2024-06-21 19:09:16
1262.0,TRK-1483,7.0,2024-12-05 09:05:55,2024-12-05 09:14:55
1263.0,TRK-3506,10.0,,2024-08-16 01:41:58
1264.0,TRK-4248,11.0,2024-09-16 15:01:30,2024-09-16 15:10:30
1265.0,TRK-4831,9.0,2024-01-01 20:45:07,2024-01-01 20:55:07
1266.0,TRK-3777,8.0,2024-04-30 06:46:42,2024-04-30 06:53:42
1267.0,TRK-2402,5.0,2024-05-01 02:21:53,2024-05-01 02:28:53
1268.0,TRK-4201,5.0,2024-06-23 22:22:02,2024-06-23 22:31:02
1269.0,TRK-2416,2.0,2024-01-15 23:20:03,2024-01-15 23:25:03
1270.0,TRK-2275,1.0,2024-07-14 02:02:12,2024-07-14 02:05:12
1271.0,TRK-1116,12.0,2024-05-20 06:14:27,2024-05-20 06:19:27
1272.0,TRK-3408,15.0,,2024-06-09 19:27:00
1273.0,TRK-2690,10.0,2024-01-01 12:42:33,2024-01-01 12:50:33
1274.0,,12.0,2024-08-10 08:18:58,2024-08-10 08:27:58
1275.0,TRK-2727,11.0,2024-10-16 06:24:48,2024-10-16 06:27:48
1276.0,TRK-4764,4.0,2024-04-16 18:09:53,2024-04-16 18:15:53
1277.0,TRK-3088,15.0,2024-11-03 17:33:45,2024-11-03 17:38:45
1278.0,TRK-4227,10.0,2024-01-19 13:12:53,2024-01-19 13:14:53
1279.0,TRK-0909,3.0,2024-11-09 06:43:45,2024-11-09 06:49:45
,,,,
1281.0,TRK-3921,10.0,2024-05-30 01:26:02,2024-05-30 01:31:02
1282.0,TRK-3457,12.0,2024-06-25 00:27:34,2024-06-25 00:34:34
1283.0,TRK-3336,2.0,2024-02-08 20:52:59,2024-02-08 20:55:59
1284.0,TRK-2951,7.0,2024-04-24 22:06:05,2024-04-24 22:16:05
1285.0,TRK-3294,3.0,2024-09-13 13:04:18,2024-09-13 13:08:18
1286.0,TRK-1967,14.0,2024-11-13 11:54:54,2024-11-13 11:56:54
1287.0,TRK-3813,1.0,2024-07-14 11:21:44,2024-07-14 11:29:44
1288.0,TRK-2747,10.0,2024-06-27 04:03:30,2024-06-27 04:09:30
1289.0,TRK-4248,1.0,2024-07-23 11:57:39,2024-07-23 12:04:39
1290.0,TRK-1902,2.0,2024-03-23 14:19:21,2024-03-23 14:27:21
1291.0,TRK-0288,3.0,2024-01-27 21:04:27,2024-01-27 21:08:27
1292.0,TRK-3683,11.0,2024-01-09 11:00:47,2024-01-09 11:06:47
1293.0,TRK-1977,4.0,2024-03-17 20:51:53,2024-03-17 20:53:53
1294.0,TRK-1747,14.0,2024-02-10 14:37:48,2024-02-10 14:46:48
1295.0,TRK-1444,13.0,2024-04-12 00:19:07,2024-04-12 00:28:07
1296.0,TRK-0553,9.0,2024-11-10 07:26:54,2024-11-10 07:34:54
,,,,
1298.0,TRK-3741,14.0,2024-05-17 08:36:21,2024-05-17 08:43:21
1299.0,TRK-3428,4.0,2024-10-23 06:59:57,2024-10-23 07:02:57
1300.0,TRK-0862,3.0,2024-12-19 13:46:31,2024-12-19 13:49:31
1301.0,TRK-1718,9.0,2024-05-31 08:30:17,2024-05-31 08:32:17
1302.0,TRK-4027,9.0,2024-04-15 13:02:42,
1303.0,TRK-4568,15.0,2024-05-02 05:14:23,2024-05-02 05:23:23
1304.0,TRK-4421,13.0,2024-07-03 00:08:52,2024-07-03 00:10:52
1305.0,TRK-3237,7.0,2024-02-18 14:25:11,2024-02-18 14:28:11
1306.0,TRK-2613,12.0,2024-10-23 22:18:48,2024-10-23 22:24:48
1307.0,TRK-2841,10.0,2024-02-29 05:05:16,2024-02-29 05:15:16
1308.0,TRK-2715,9.0,2024-06-26 18:18:10,2024-06-26 18:26:10
1309.0,TRK-3086,4.0,2024-05-07 10:19:15,2024-05-07 10:26:15
1310.0,TRK-3548,6.0,2024-09-13 20:37:24,2024-09-13 20:43:24
1311.0,TRK-0655,,2024-07-02 11:03:16,2024-07-02 11:05:16
,TRK-1354,11.0,2024-08-20 21:04:57,2024-08-20 21:14:57
1313.0,TRK-4279,3.0,2024-04-14 09:20:03,2024-04-14 09:27:03
1314.0,TRK-1143,2.0,2024-11-03 00:32:54,2024-11-03 00:36:54
1315.0,TRK-4287,12.0,2024-01-22 05:23:58,2024-01-22 05:33:58
1316.0,TRK-3124,7.0,2024-06-25 16:51:03,2024-06-25 16:53:03
1317.0,TRK-2590,,2024-10-08 19:29:29,2024-10-08 19:35:29
1318.0,TRK-3196,10.0,2024-04-13 23:24:56,
1319.0,TRK-2541,3.0,2024-01-11 14:39:13,2024-01-11 14:49:13
1320.0,TRK-4109,15.0,2024-03-27 09:42:08,2024-03-27 09:46:08
1321.0,TRK-4364,5.0,2024-03-24 10:01:49,2024-03-24 10:10:49
1322.0,TRK-0295,6.0,2024-11-29 03:45:17,2024-11-29 03:49:17
1323.0,TRK-0365,4.0,2024-12-30 00:49:12,2024-12-30 00:52:12
1324.0,TRK-1805,14.0,2024-06-23 15:49:15,2024-06-23 15:53:15
1325.0,TRK-4427,9.0,2024-04-13 02:52:08,2024-04-13 03:01:08
1326.0,TRK-0747,13.0,2024-04-10 07:15:44,2024-04-10 07:19:44
1327.0,TRK-1718,12.0,2024-08-28 02:23:07,2024-08-28 02:27:07
,TRK-0138,4.0,2024-08-31 15:40:35,2024-08-31 15:48:35
1329.0,TRK-3127,9.0,2024-08-13 11:48:43,2024-08-13 11:56:43
,TRK-2401,3.0,2024-08-26 05:38:45,2024-08-26 05:47:45
1331.0,TRK-3937,9.0,2024-12-23 17:20:27,2024-12-23 17:28:27
1332.0,TRK-1116,7.0,2024-07-22 23:48:15,2024-07-22 23:58:15
1333.0,TRK-2769,3.0,2024-06-23 16:13:51,2024-06-23 16:22:51
,,,,
1335.0,TRK-3103,1.0,2024-08-22 16:11:29,2024-08-22 16:16:29
1336.0,TRK-1226,1.0,2024-03-30 04:41:02,2024-03-30 04:51:02
1337.0,TRK-3958,8.0,2024-04-05 21:34:30,2024-04-05 21:44:30
1338.0,TRK-1856,14.0,2024-08-24 07:14:42,
1339.0,TRK-3586,2.0,2024-02-11 09:02:57,2024-02-11 09:04:57
1340.0,TRK-3332,3.0,2024-10-01 23:12:53,2024-10-01 23:22:53
1341.0,TRK-1865,14.0,2024-03-29 20:11:30,2024-03-29 20:16:30
1342.0,,11.0,2024-06-01 16:44:39,
1343.0,TRK-3017,8.0,2024-10-17 09:56:41,2024-10-17 10:01:41
1344.0,TRK-2803,15.0,2024-08-26 19:00:34,2024-08-26 19:08:34
1345.0,TRK-1422,4.0,2024-04-22 05:01:40,2024-04-22 05:05:40
1346.0,TRK-3711,8.0,2024-02-04 13:10:55,2024-02-04 13:12:55
1347.0,TRK-0459,5.0,2024-03-13 03:59:15,2024-03-13 04:06:15
1348.0,TRK-1745,6.0,2024-11-12 19:59:48,2024-11-12 20:09:48
1349.0,TRK-2921,12.0,2024-09-01 16:42:41,2024-09-01 16:51:41
1350.0,TRK-1789,1.0,2024-06-06 02:24:15,2024-06-06 02:28:15
1351.0,TRK-3788,4.0,2024-04-26 16:29:07,2024-04-26 16:33:07
1352.0,TRK-1395,9.0,2024-01-28 11:58:54,2024-01-28 12:05:54
1353.0,TRK-3672,15.0,,2024-01-02 16:10:38
1354.0,TRK-2558,12.0,2024-11-19 16:22:11,2024-11-19 16:26:11
1355.0,TRK-2086,1.0,2024-05-29 15:20:02,2024-05-29 15:24:02
1356.0,TRK-2713,6.0,2024-01-07 13:43:07,2024-01-07 13:50:07
1357.0,TRK-2379,15.0,2024-03-28 01:12:17,2024-03-28 01:20:17
1358.0,TRK-4270,10.0,2024-03-06 04:17:09,2024-03-06 04:22:09
1359.0,TRK-4742,13.0,2024-06-14 16:27:16,2024-06-14 16:36:16
1360.0,TRK-3754,11.0,2024-10-21 19:06:55,2024-10-21 19:08:55
1361.0,TRK-2402,2.0,2024-11-10 05:01:48,2024-11-10 05:04:48
1362.0,TRK-3405,8.0,2024-06-24 02:52:53,2024-06-24 03:02:53
